nr_aluno,nome,apelido,curso,media_entrada,curso_concluido,media_final
2021190,Nuno,Castelo-Branco,Psicologia,19,1,10.0
2019282,Miguel,Morais,Comunicação,15,1,16.0
20031395,Marta,Castelo,Psicologia,10,1,20.0
20031565,Diana,Machado,Comunicação,10,1,18.0
20031110,Beatriz,Capicua,Informática,11,1,17.0
20201548,Jorge,Cintra,Informática,11,1,19.0
2022667,Carla,Cintra,Informática,20,1,11.0
2003468,Rita,Morais,Psicologia,19,1,10.0
2019802,Bruno,Castelo,Informática,15,1,16.0
20031642,Christos,Silva,Comunicação,18,1,13.0
20211119,Alice,Pires,Informática,11,1,18.0
20071695,Diana,Castelo,Informática,15,1,14.0
20031742,Beatriz,Castelo-Branco,Informática,20,1,10.0
2003114221,Jorge,Cintra,Informática,15,1,15.0
2020125,Patrícia,da Silva,Comunicação,19,1,11.0
202113,Beatriz,Machado,Informática,18,1,11.0
2021719,Avelino,Pereira,Comunicação,10,1,17.0
2022246,Lucas,da Silva,Psicologia,15,1,14.0
2020314,Patrícia,Capicua,Informática,19,1,11.0
2020511,Ana,Castelo-Branco,Informática,11,1,18.0
2021903,Catarina,Pereira,Comunicação,15,1,16.0
2003666,Rita,Capicua,Psicologia,17,1,13.0
20071184,Catarina,Laranjeira,Comunicação,10,1,17.0
20211186,Miguel,Capicua,Comunicação,11,1,19.0
2021843,Raquel,Pereira,Comunicação,18,1,12.0
20191525,Leonardo,Silva,Comunicação,17,1,13.0
20071194,Ana,da Silva,Comunicação,20,1,13.0
20201044,Alice,Castelo,Comunicação,19,1,13.0
2020275,Beatriz,Cintra,Informática,18,1,13.0
200335023,Miguel,Sampaio,Comunicação,19,1,12.0
20201364,Lucas,Cintra,Comunicação,10,1,20.0
202279,Marta,da Silva,Comunicação,20,1,11.0
200346,Olivia,Cintra,Comunicação,19,1,12.0
2022754,Rodrigo,Pereira,Psicologia,18,1,13.0
202074,Rita,Morais,Psicologia,11,1,19.0
2019522,Christos,da Silva,Psicologia,17,1,13.0
20191726,Christos,Pires,Comunicação,19,1,10.0
201980,Ana,Castelo,Informática,13,1,17.0
2022480,Maria João,Castelo,Informática,13,1,17.0
20191019,Anne,Pereira,Comunicação,13,1,20.0
200755,Raquel,Castelo,Comunicação,14,1,16.0
2007137426,Bruno,Castelo,Psicologia,15,1,14.0
20071473,Lucas,Cintra,Comunicação,13,1,20.0
202043,Avelino,Silva,Comunicação,16,1,14.0
20191576,Lucas,Morais,Comunicação,11,1,17.0
2021242,Alice,Sampaio,Psicologia,17,1,10.0
2020709,Pedro,Castelo,Comunicação,10,1,17.0
2020621,Raquel,Laranjeira,Comunicação,16,1,14.0
2003510,Christos,Laranjeira,Psicologia,14,1,16.0
2007112,Raquel,Cintra,Informática,19,1,12.0
2021866,Ana,Laranjeira,Comunicação,18,1,10.0
2022528,Patrícia,Sampaio,Informática,13,1,17.0
20191183,Nuno,Morais,Psicologia,13,1,20.0
20031575,Raquel,Laranjeira,Comunicação,17,1,13.0
20031580,Rita,Castelo-Branco,Informática,13,1,18.0
2022265,Carla,Sampaio,Psicologia,14,1,15.0
2003330,Christos,Castelo,Psicologia,13,1,18.0
20211547,Miguel,Silva,Informática,17,1,10.0
20031163,Nuno,Sampaio,Informática,19,1,12.0
20211417,Marta,Castelo-Branco,Psicologia,15,1,14.0
20211051,Nuno,Silva,Comunicação,11,1,19.0
20211450,Leonardo,Machado,Psicologia,15,1,16.0
20191387,Maria João,Laranjeira,Informática,13,1,20.0
2020714,Leonardo,Machado,Informática,19,1,12.0
20201066,Beatriz,Machado,Informática,12,1,17.0
2021146027,Alice,Castelo,Psicologia,15,1,14.0
2022531,Christos,Pereira,Psicologia,14,1,14.0
2020644,Miguel,Laranjeira,Psicologia,14,1,15.0
20031101,Rodrigo,Pereira,Informática,12,1,19.0
2022174449,Michaelangelo,Silva,Psicologia,13,1,20.0
2022161,Rita,Pereira,Comunicação,11,1,17.0
2019750,Pedro,Morais,Psicologia,17,1,13.0
20211569,Bruno,Sampaio,Comunicação,16,1,15.0
2022114,Raquel,Capicua,Comunicação,11,1,18.0
20071523,Rui,Pires,Comunicação,10,1,17.0
2019439,Rita,da Silva,Psicologia,10,1,18.0
200734,Ana,Morais,Psicologia,14,1,14.0
2007867,Marta,Silva,Psicologia,11,1,20.0
2020138716,Jorge,Capicua,Informática,10,1,20.0
20201601,Michaelangelo,Machado,Psicologia,14,1,15.0
2019948,Marta,Castelo,Psicologia,13,1,17.0
20191202,Pedro,Cintra,Informática,10,1,18.0
20221415,Christos,Laranjeira,Informática,19,1,10.0
20201489,Rodrigo,Laranjeira,Informática,11,1,19.0
20201226,Jorge,Capicua,Comunicação,18,1,12.0
20201170,Bruno,Machado,Informática,20,1,13.0
201951427,Maria,Sampaio,Informática,11,1,20.0
2022287,Rui,Morais,Psicologia,18,1,10.0
20071401,Rodrigo,Pereira,Informática,17,1,13.0
20221461,Jorge,Pires,Informática,19,1,11.0
202213217,Rita,Pereira,Informática,13,1,20.0
2003613,Miguel,Castelo-Branco,Informática,16,1,16.0
20201693,Anne,Cintra,Informática,12,1,19.0
2019635,Maria João,Pereira,Comunicação,10,1,17.0
20221317,Rita,Sampaio,Comunicação,17,1,12.0
200389,Joana,da Silva,Psicologia,10,1,19.0
2007509,Sandra,Capicua,Psicologia,15,1,16.0
20221050,Alice,Silva,Comunicação,20,1,10.0
20221328,Carla,Castelo-Branco,Psicologia,14,1,14.0
2021426,Rita,Silva,Psicologia,20,1,12.0
2003705,Jorge,Sampaio,Psicologia,17,1,12.0
2020203,Christos,Laranjeira,Comunicação,14,1,16.0
2021731,Marta,Machado,Psicologia,17,1,11.0
201952,Anne,Cintra,Comunicação,17,1,13.0
2003546,Michaelangelo,Morais,Informática,10,1,17.0
2021855,Jorge,Silva,Informática,20,1,12.0
20071394,Bruno,Castelo,Comunicação,15,1,16.0
2021148739,Patrícia,Morais,Informática,18,1,11.0
2021120,Marta,Sampaio,Informática,15,1,15.0
2020765,Carla,Pereira,Comunicação,12,1,19.0
20071337,Alice,Machado,Psicologia,17,1,12.0
2022522,Rodrigo,Morais,Psicologia,14,1,16.0
2022248,Beatriz,Castelo-Branco,Informática,12,1,17.0
2021690,Jorge,Machado,Informática,10,1,17.0
200760327,Maria,Pires,Informática,17,1,11.0
20211353,Maria,Castelo-Branco,Comunicação,20,1,12.0
2021944,Catarina,Morais,Psicologia,13,1,20.0
20191111,Anne,Machado,Comunicação,10,1,18.0
2007876,Pedro,Castelo-Branco,Comunicação,20,1,13.0
2003482,Nuno,Castelo,Informática,15,1,14.0
2007727,Maria João,Laranjeira,Comunicação,19,1,13.0
2022592,Maria,Silva,Informática,15,1,14.0
2003920,Christos,Cintra,Informática,15,1,15.0
20196833,Joana,Laranjeira,Comunicação,17,1,12.0
2021332,Nuno,Castelo-Branco,Comunicação,19,1,10.0
20221693,Nuno,Capicua,Informática,17,1,11.0
2019307,Christos,Cintra,Informática,15,1,16.0
2022128329,Michaelangelo,Pereira,Psicologia,13,1,17.0
2020167212,Ana,Morais,Informática,16,1,15.0
202114442,Carla,Pereira,Informática,12,1,19.0
201961540,Ana,Pires,Psicologia,17,1,12.0
2007710,Maria,Pereira,Comunicação,18,1,10.0
20071378,Nuno,Machado,Comunicação,12,1,17.0
20221229,Lucas,Morais,Informática,13,1,17.0
2020102842,Carla,Laranjeira,Comunicação,10,1,19.0
200716852,Rita,da Silva,Informática,15,1,15.0
2019113212,Pedro,Capicua,Informática,16,1,16.0
2007607,Leonardo,Morais,Psicologia,14,1,15.0
2022249,Alice,Pereira,Psicologia,17,1,11.0
20191278,Diana,Cintra,Comunicação,11,1,17.0
2022698,Nuno,Morais,Informática,20,1,12.0
2021793,Leonardo,da Silva,Informática,10,1,19.0
2020159317,Bruno,Morais,Informática,18,1,10.0
20031480,Patrícia,Cintra,Psicologia,14,1,15.0
20191522,Raquel,Morais,Informática,13,1,19.0
20191175,Jorge,Silva,Informática,20,1,10.0
20071310,Joana,Laranjeira,Psicologia,20,1,13.0
2022561,Carla,Castelo-Branco,Psicologia,10,1,20.0
20071112,Marta,Castelo,Informática,17,1,10.0
2022438,Lucas,Cintra,Comunicação,11,1,19.0
2019175,Christos,Laranjeira,Informática,10,1,20.0
20221659,Carla,Castelo-Branco,Psicologia,12,1,20.0
20201280,Christos,Cintra,Comunicação,10,1,20.0
2003149810,Christos,Laranjeira,Informática,20,1,13.0
2003397,Michaelangelo,Capicua,Psicologia,16,1,14.0
20221728,Anne,Pires,Comunicação,16,1,14.0
20191007,Avelino,da Silva,Informática,13,1,17.0
20191285,Sandra,Pires,Comunicação,17,1,10.0
20193882,Raquel,Castelo,Psicologia,15,1,14.0
2007787,Bruno,Cintra,Psicologia,12,1,17.0
2007997,Nuno,Castelo-Branco,Informática,20,1,12.0
20031366,Olivia,Machado,Psicologia,19,1,12.0
202111930,Pedro,Morais,Psicologia,18,1,10.0
2019803,Pedro,Silva,Psicologia,18,1,11.0
2007798,Rodrigo,Morais,Informática,17,1,13.0
2019152,Catarina,Pires,Psicologia,14,1,14.0
20221419,Anne,Pereira,Psicologia,10,1,20.0
2021820,Beatriz,Capicua,Comunicação,12,1,20.0
20211290,Olivia,Capicua,Comunicação,19,1,12.0
2019109,Rita,Morais,Psicologia,13,1,20.0
2019451,Jorge,Castelo-Branco,Comunicação,18,1,13.0
20071050,Patrícia,Morais,Comunicação,19,1,12.0
2019727,Maria João,Machado,Informática,20,1,12.0
20201294,Christos,Pires,Comunicação,12,1,17.0
2007518,Rita,Capicua,Comunicação,18,1,10.0
2007156623,Patrícia,Pires,Comunicação,20,1,10.0
2021258,Lucas,Machado,Informática,14,1,14.0
2019638,Nuno,Sampaio,Comunicação,20,1,10.0
2019560,Miguel,Silva,Informática,10,1,20.0
2022507,Patrícia,Machado,Comunicação,13,1,18.0
20221257,Jorge,Cintra,Comunicação,14,1,16.0
20211720,Rita,Laranjeira,Comunicação,20,1,11.0
2021628,Marta,da Silva,Comunicação,12,1,18.0
20211087,Miguel,Silva,Informática,20,1,13.0
2019478,Pedro,Castelo,Comunicação,11,1,19.0
20201736,Nuno,Capicua,Comunicação,18,1,11.0
20074940,Christos,Cintra,Informática,12,1,20.0
20071453,Leonardo,Laranjeira,Psicologia,16,1,16.0
20071638,Christos,Sampaio,Informática,13,1,18.0
20071206,Beatriz,Laranjeira,Psicologia,20,1,10.0
20221296,Diana,Castelo-Branco,Comunicação,10,1,18.0
200380,Nuno,Silva,Comunicação,10,1,20.0
2022905,Raquel,Silva,Comunicação,20,1,13.0
2003978,Marta,Castelo,Comunicação,15,1,15.0
20211077,Rita,Sampaio,Psicologia,14,1,16.0
2021617,Miguel,Silva,Psicologia,16,1,15.0
20191531,Miguel,Capicua,Psicologia,18,1,11.0
20211714,Carla,Castelo-Branco,Psicologia,20,1,11.0
2021817,Rita,Pereira,Psicologia,17,1,11.0
2019239,Avelino,Silva,Psicologia,14,1,14.0
2021135,Michaelangelo,Pereira,Comunicação,15,1,15.0
20221130,Bruno,Morais,Informática,19,1,11.0
2019353,Pedro,Morais,Psicologia,14,1,15.0
202016724,Christos,Cintra,Psicologia,20,1,11.0
20031636,Ana,Morais,Informática,19,1,12.0
20191419,Sandra,Morais,Comunicação,19,1,13.0
2022513,Miguel,Machado,Informática,18,1,10.0
2021489,Bruno,Castelo,Psicologia,15,1,14.0
202147,Maria João,Cintra,Informática,20,1,12.0
20201365,Rita,Cintra,Informática,13,1,20.0
2003285,Avelino,Cintra,Comunicação,19,1,13.0
2020105,Leonardo,Silva,Informática,17,1,11.0
20211089,Carla,Sampaio,Comunicação,11,1,18.0
2003440,Leonardo,Capicua,Psicologia,18,1,11.0
200381,Rita,Cintra,Informática,18,1,12.0
2019414,Rui,Machado,Informática,11,1,19.0
20201106,Nuno,Cintra,Psicologia,15,1,14.0
2007135742,Alice,da Silva,Psicologia,16,1,16.0
2020730,Miguel,Sampaio,Comunicação,16,1,15.0
20031015,Rita,Machado,Comunicação,20,1,13.0
20211000,Pedro,Sampaio,Psicologia,10,1,17.0
20211341,Ana,Machado,Psicologia,14,1,16.0
20221204,Pedro,Castelo,Comunicação,15,1,14.0
202287749,Olivia,Sampaio,Comunicação,15,1,14.0
20071012,Alice,Capicua,Comunicação,16,1,14.0
2021904,Christos,Castelo-Branco,Psicologia,19,1,12.0
20191089,Rui,Castelo,Psicologia,15,1,15.0
20071722,Ana,Laranjeira,Psicologia,17,1,11.0
2020581,Ana,Laranjeira,Comunicação,11,1,20.0
2021586,Maria João,Pereira,Informática,16,1,14.0
2019646,Avelino,Castelo-Branco,Informática,18,1,11.0
2007642,Rui,Morais,Psicologia,16,1,16.0
20071562,Rita,Cintra,Psicologia,17,1,13.0
2003190,Rodrigo,da Silva,Informática,20,1,12.0
2021626,Nuno,Castelo-Branco,Informática,18,1,10.0
20211320,Miguel,Castelo,Comunicação,17,1,13.0
20031169,Rita,Pereira,Comunicação,20,1,10.0
2007436,Miguel,Morais,Comunicação,17,1,13.0
2019850,Marta,Pereira,Informática,11,1,17.0
202020,Bruno,Morais,Psicologia,11,1,17.0
2007390,Joana,Pires,Comunicação,19,1,11.0
2021702,Avelino,Laranjeira,Psicologia,13,1,18.0
2020111918,Olivia,Morais,Informática,19,1,12.0
2020248,Christos,Laranjeira,Comunicação,15,1,15.0
20201460,Lucas,Morais,Informática,14,1,14.0
2007683,Ana,Castelo,Psicologia,13,1,19.0
20071167,Rui,Capicua,Informática,15,1,14.0
2007184,Marta,Laranjeira,Informática,12,1,17.0
2007453,Anne,Sampaio,Informática,10,1,17.0
20071168,Rita,Cintra,Psicologia,17,1,10.0
20211475,Alice,Pereira,Comunicação,10,1,17.0
2019166320,Leonardo,Pereira,Psicologia,17,1,13.0
2020251,Anne,Castelo-Branco,Psicologia,13,1,20.0
20221672,Miguel,Morais,Psicologia,12,1,18.0
202016949,Nuno,Pereira,Psicologia,20,1,12.0
20191683,Miguel,Castelo-Branco,Informática,10,1,19.0
2007733,Olivia,Sampaio,Informática,19,1,12.0
2022727,Sandra,Capicua,Psicologia,13,1,18.0
2020766,Maria João,Silva,Psicologia,20,1,12.0
2003439,Nuno,Machado,Psicologia,16,1,14.0
2021720,Bruno,Laranjeira,Informática,19,1,10.0
2007212,Christos,Cintra,Informática,19,1,11.0
2022595,Joana,Castelo-Branco,Psicologia,17,1,12.0
20031194,Nuno,Castelo,Psicologia,18,1,13.0
20211691,Beatriz,Capicua,Psicologia,16,1,14.0
20221145,Anne,Machado,Psicologia,12,1,17.0
202117336,Diana,da Silva,Comunicação,17,1,13.0
202172036,Ana,Sampaio,Psicologia,17,1,12.0
20221143,Maria,Machado,Comunicação,13,1,19.0
20191207,Bruno,Cintra,Comunicação,11,1,17.0
2020646,Raquel,Machado,Informática,16,1,14.0
2022152,Rui,Laranjeira,Psicologia,19,1,12.0
2019505,Joana,Capicua,Informática,12,1,19.0
2022254,Jorge,da Silva,Comunicação,12,1,17.0
2020388,Raquel,Pires,Informática,16,1,16.0
20221180,Carla,Pereira,Comunicação,10,1,19.0
20071095,Avelino,Pereira,Informática,18,1,11.0
2020674,Nuno,Silva,Comunicação,13,1,20.0
20221074,Joana,Sampaio,Psicologia,11,1,18.0
202167,Jorge,Morais,Psicologia,13,1,18.0
2021316,Rui,Pires,Informática,17,1,13.0
2021281,Avelino,Morais,Psicologia,16,1,14.0
2021134032,Pedro,Cintra,Comunicação,17,1,11.0
20071602,Rita,Castelo,Comunicação,20,1,13.0
202073,Bruno,Laranjeira,Comunicação,20,1,13.0
2021301,Avelino,Laranjeira,Comunicação,18,1,12.0
2003917,Pedro,Castelo,Informática,17,1,11.0
20211737,Nuno,Sampaio,Informática,18,1,10.0
200772938,Diana,Cintra,Psicologia,17,1,10.0
2020930,Rui,da Silva,Informática,18,1,10.0
202017086,Nuno,Cintra,Informática,20,1,11.0
20031368,Michaelangelo,Pereira,Psicologia,15,1,15.0
20031043,Maria,Silva,Psicologia,16,1,14.0
2007942,Lucas,Silva,Comunicação,19,1,12.0
2020746,Rita,Castelo,Informática,18,1,12.0
200356,Anne,Machado,Psicologia,16,1,16.0
2019100,Lucas,Capicua,Informática,20,1,11.0
2007140,Pedro,Sampaio,Informática,18,1,10.0
20071598,Rita,Cintra,Informática,16,1,16.0
201974,Beatriz,Capicua,Comunicação,19,1,10.0
201985124,Diana,Castelo,Psicologia,16,1,16.0
2003212,Pedro,Cintra,Informática,13,1,19.0
20031752,Rodrigo,Pereira,Comunicação,20,1,10.0
20201423,Maria,Capicua,Psicologia,13,1,20.0
2019852,Beatriz,Laranjeira,Comunicação,20,1,11.0
2020487,Rui,Morais,Comunicação,11,1,20.0
20191557,Michaelangelo,Sampaio,Comunicação,16,1,15.0
20211684,Michaelangelo,Cintra,Informática,17,1,11.0
200399711,Maria,Capicua,Comunicação,10,1,18.0
2007120,Maria João,Laranjeira,Informática,20,1,11.0
2021161,Carla,Laranjeira,Psicologia,10,1,20.0
200743348,Miguel,Machado,Psicologia,19,1,13.0
2020201,Rui,Morais,Informática,14,1,14.0
20211136,Bruno,Morais,Comunicação,14,1,15.0
20221388,Patrícia,Sampaio,Psicologia,16,1,15.0
2020678,Lucas,Pires,Informática,20,1,10.0
202078131,Miguel,Castelo-Branco,Comunicação,12,1,18.0
2019626,Jorge,Castelo-Branco,Psicologia,17,1,12.0
20221560,Nuno,Morais,Comunicação,20,1,13.0
2007199,Bruno,Pereira,Comunicação,12,1,17.0
200388326,Bruno,Pereira,Comunicação,16,1,15.0
202065,Carla,Castelo-Branco,Informática,15,1,15.0
2003122714,Lucas,Pires,Comunicação,18,1,10.0
20036078,Rita,Sampaio,Comunicação,19,1,10.0
20226384,Sandra,Silva,Comunicação,12,1,20.0
20221153,Catarina,Pereira,Comunicação,17,1,10.0
20071705,Maria,Machado,Comunicação,15,1,14.0
20071485,Miguel,Pereira,Comunicação,11,1,19.0
20211231,Carla,Pereira,Psicologia,17,1,13.0
2007157234,Sandra,Morais,Informática,16,1,15.0
2021739,Bruno,da Silva,Comunicação,14,1,14.0
2003187,Catarina,Castelo-Branco,Comunicação,13,1,17.0
2019161,Diana,Machado,Psicologia,10,1,20.0
20031541,Maria,Cintra,Psicologia,17,1,13.0
20221162,Maria João,Cintra,Comunicação,17,1,10.0
20071023,Rodrigo,Sampaio,Informática,14,1,14.0
2021136442,Rita,Pires,Psicologia,19,1,10.0
2019630,Nuno,Morais,Comunicação,11,1,18.0
20201395,Maria,Machado,Informática,14,1,15.0
2019365,Miguel,Castelo,Informática,10,1,20.0
2007591,Rita,Capicua,Comunicação,18,1,11.0
20031080,Rita,Sampaio,Informática,17,1,13.0
20035815,Carla,Silva,Comunicação,13,1,18.0
20071537,Leonardo,Cintra,Comunicação,20,1,10.0
20211646,Jorge,Sampaio,Psicologia,20,1,12.0
20071746,Sandra,Castelo-Branco,Informática,17,1,12.0
2020855,Rui,Laranjeira,Psicologia,17,1,12.0
2022685,Nuno,da Silva,Informática,16,1,16.0
2019551,Nuno,da Silva,Informática,19,1,13.0
2007276,Christos,Cintra,Informática,11,1,17.0
2003118,Diana,Cintra,Comunicação,11,1,17.0
2007317,Christos,Silva,Informática,11,1,19.0
2003547,Alice,Castelo-Branco,Informática,11,1,20.0
20071671,Rodrigo,Castelo,Comunicação,20,1,13.0
2003183,Marta,Morais,Psicologia,12,1,19.0
2003651,Rodrigo,da Silva,Comunicação,19,1,12.0
20031649,Catarina,Laranjeira,Informática,14,1,14.0
2019168,Rui,Pereira,Informática,18,1,11.0
2003214,Ana,Sampaio,Comunicação,16,1,14.0
20211502,Sandra,Silva,Psicologia,16,1,16.0
2007211,Avelino,Castelo,Psicologia,13,1,20.0
20191429,Lucas,Laranjeira,Psicologia,19,1,11.0
20201477,Catarina,Pires,Informática,10,1,20.0
2019999,Miguel,Castelo-Branco,Comunicação,19,1,10.0
2019321,Sandra,Laranjeira,Informática,13,1,20.0
2007283,Michaelangelo,Machado,Informática,15,1,15.0
20201584,Christos,Pereira,Informática,12,1,19.0
200711051,Patrícia,Laranjeira,Comunicação,19,1,13.0
20201277,Raquel,Machado,Informática,18,1,10.0
2019856,Rui,Castelo-Branco,Comunicação,17,1,12.0
2007404,Maria,Pires,Psicologia,11,1,17.0
202171,Catarina,Machado,Psicologia,18,1,11.0
2019142844,Nuno,Pereira,Comunicação,16,1,14.0
202080,Rodrigo,Pereira,Psicologia,19,1,12.0
20221527,Jorge,Morais,Comunicação,12,1,19.0
20211685,Maria,Cintra,Comunicação,15,1,16.0
2019605,Christos,Morais,Comunicação,19,1,12.0
20211256,Rita,da Silva,Informática,12,1,18.0
20211525,Bruno,Laranjeira,Informática,14,1,16.0
20211486,Christos,Pires,Psicologia,15,1,15.0
20031199,Anne,Castelo-Branco,Psicologia,15,1,15.0
2003349,Bruno,Pereira,Psicologia,17,1,11.0
201925,Alice,da Silva,Psicologia,10,1,18.0
2021545,Patrícia,Cintra,Informática,20,1,12.0
2021656,Rodrigo,Silva,Comunicação,20,1,13.0
2007970,Rita,Machado,Psicologia,10,1,18.0
20201026,Leonardo,Laranjeira,Comunicação,17,1,10.0
2021619,Rui,Cintra,Comunicação,10,1,19.0
20071030,Carla,Silva,Psicologia,16,1,14.0
2019115414,Rita,Capicua,Psicologia,18,1,11.0
2021737,Diana,da Silva,Informática,10,1,19.0
20031618,Leonardo,Pereira,Comunicação,14,1,14.0
2020300,Marta,da Silva,Psicologia,20,1,12.0
2021510,Leonardo,Silva,Comunicação,15,1,16.0
2021370,Marta,da Silva,Psicologia,18,1,10.0
20071693,Pedro,Castelo,Comunicação,10,1,19.0
2007505,Rita,Castelo,Informática,10,1,18.0
2019173,Joana,Castelo,Informática,18,1,13.0
20213528,Avelino,Castelo-Branco,Psicologia,15,1,14.0
20031247,Rita,Silva,Informática,19,1,13.0
201981,Marta,Machado,Comunicação,19,1,12.0
200777,Nuno,Castelo,Comunicação,10,1,18.0
2022272,Maria,Pires,Comunicação,18,1,13.0
2021179,Rodrigo,Silva,Comunicação,12,1,20.0
202093,Avelino,Sampaio,Informática,12,1,18.0
20201669,Maria,Laranjeira,Psicologia,20,1,12.0
2022895,Maria João,Laranjeira,Informática,11,1,19.0
20211613,Christos,Morais,Comunicação,17,1,10.0
2019171610,Anne,Machado,Comunicação,18,1,11.0
2003442,Ana,Cintra,Psicologia,20,1,12.0
2021513,Bruno,Sampaio,Psicologia,14,1,14.0
20221152,Bruno,Machado,Comunicação,17,1,11.0
20211126,Rita,Laranjeira,Comunicação,14,1,15.0
2020403,Nuno,Morais,Comunicação,20,1,10.0
20071181,Ana,Pires,Psicologia,14,1,15.0
2019310,Bruno,Castelo,Informática,18,1,10.0
2007682,Olivia,Laranjeira,Comunicação,10,1,19.0
2020144,Rui,Capicua,Psicologia,20,1,12.0
20201461,Michaelangelo,Pereira,Comunicação,17,1,10.0
2003234,Marta,Morais,Comunicação,13,1,17.0
2022143,Alice,Pires,Informática,20,1,13.0
200741428,Catarina,Pereira,Comunicação,10,1,18.0
2020253,Christos,Pires,Informática,13,1,18.0
2022463,Maria,Capicua,Comunicação,13,1,17.0
20031086,Carla,Cintra,Informática,15,1,14.0
200728,Maria,Silva,Informática,12,1,20.0
200391,Carla,Laranjeira,Psicologia,13,1,20.0
20191114,Bruno,Castelo,Informática,18,1,11.0
2019595,Rita,Castelo-Branco,Informática,10,1,19.0
2020298,Jorge,Sampaio,Informática,10,1,20.0
202145,Sandra,Castelo-Branco,Informática,18,1,10.0
202041134,Raquel,Capicua,Psicologia,11,1,17.0
20218742,Miguel,da Silva,Psicologia,15,1,14.0
2020199,Joana,Machado,Psicologia,10,1,19.0
2019324,Maria,Capicua,Informática,16,1,15.0
202177042,Christos,Castelo-Branco,Informática,15,1,15.0
2019135819,Patrícia,Capicua,Psicologia,19,1,11.0
2021480,Leonardo,Laranjeira,Psicologia,17,1,13.0
2019508,Rodrigo,Morais,Comunicação,10,1,20.0
2019492,Rita,da Silva,Informática,18,1,12.0
2020223,Maria,Pires,Comunicação,14,1,16.0
2003424,Miguel,Morais,Comunicação,15,1,16.0
2019151,Olivia,Castelo-Branco,Psicologia,10,1,18.0
20211067,Rita,Morais,Informática,17,1,11.0
200729,Rodrigo,Cintra,Informática,10,1,20.0
20031411,Ana,Silva,Informática,19,1,10.0
2007604,Olivia,Morais,Comunicação,13,1,17.0
2003824,Rita,Laranjeira,Psicologia,16,1,16.0
20191569,Rita,Morais,Informática,19,1,12.0
2022256,Maria João,Castelo,Informática,15,1,14.0
20221734,Sandra,Cintra,Informática,17,1,10.0
2020332,Rui,Pires,Psicologia,17,1,11.0
2003698,Raquel,Sampaio,Informática,12,1,19.0
202283,Raquel,Castelo-Branco,Psicologia,16,1,15.0
20191198,Joana,Sampaio,Psicologia,17,1,12.0
2022521,Lucas,da Silva,Psicologia,17,1,10.0
2003689,Jorge,Laranjeira,Psicologia,20,1,12.0
2003516,Joana,Capicua,Psicologia,17,1,12.0
2007324,Avelino,da Silva,Comunicação,10,1,19.0
2003610,Maria João,Laranjeira,Informática,14,1,14.0
20211035,Olivia,Laranjeira,Informática,12,1,17.0
202031,Rodrigo,Pereira,Informática,18,1,13.0
20211074,Nuno,Capicua,Psicologia,13,1,20.0
202162,Patrícia,Cintra,Comunicação,14,1,16.0
20191326,Rita,Cintra,Psicologia,19,1,13.0
20191231,Sandra,Sampaio,Informática,17,1,12.0
2020355,Joana,Castelo-Branco,Comunicação,12,1,19.0
2003884,Christos,Machado,Psicologia,13,1,20.0
20211336,Pedro,da Silva,Psicologia,10,1,18.0
20071313,Leonardo,Sampaio,Psicologia,18,1,11.0
2007440,Rita,Laranjeira,Comunicação,13,1,18.0
2021355,Rodrigo,Morais,Psicologia,20,1,10.0
2021331,Miguel,Pires,Informática,17,1,10.0
2003910,Leonardo,Morais,Comunicação,20,1,13.0
20071254,Beatriz,Castelo,Psicologia,18,1,13.0
2019715,Pedro,Morais,Informática,13,1,19.0
200777235,Pedro,Cintra,Comunicação,10,1,17.0
20211149,Joana,Pereira,Informática,16,1,14.0
2021343,Sandra,Pereira,Comunicação,15,1,16.0
2007258,Rui,Castelo,Psicologia,11,1,20.0
20208201,Maria João,Silva,Informática,19,1,11.0
20071406,Rita,Laranjeira,Informática,10,1,20.0
2022863,Leonardo,da Silva,Comunicação,19,1,10.0
2003220,Avelino,da Silva,Comunicação,14,1,15.0
2022963,Raquel,da Silva,Informática,18,1,12.0
2022982,Alice,Pires,Psicologia,15,1,14.0
2019634,Maria,Morais,Comunicação,18,1,13.0
20031151,Rita,Castelo-Branco,Informática,20,1,10.0
20191428,Michaelangelo,Morais,Comunicação,16,1,15.0
20211093,Jorge,Castelo-Branco,Psicologia,11,1,20.0
200354240,Raquel,Laranjeira,Psicologia,20,1,13.0
20211229,Maria,Pires,Psicologia,16,1,14.0
20201336,Bruno,Castelo,Comunicação,15,1,15.0
2022385,Olivia,Castelo,Comunicação,10,1,19.0
20221197,Joana,Silva,Comunicação,12,1,19.0
2022176,Olivia,Machado,Psicologia,15,1,15.0
202159,Rita,Castelo,Informática,10,1,18.0
2022940,Lucas,da Silva,Comunicação,14,1,16.0
2021375,Michaelangelo,Pires,Informática,11,1,20.0
2019994,Diana,da Silva,Comunicação,15,1,14.0
200371,Jorge,Laranjeira,Psicologia,18,1,11.0
2019488,Maria,Pereira,Informática,14,1,14.0
2019553,Christos,Morais,Comunicação,15,1,14.0
201942950,Avelino,Pires,Comunicação,11,1,17.0
2020873,Diana,Pereira,Psicologia,16,1,14.0
2020131,Carla,Morais,Informática,20,1,13.0
2019521,Nuno,Pires,Informática,17,1,13.0
20213844,Nuno,Castelo-Branco,Comunicação,11,1,18.0
200370225,Lucas,Sampaio,Psicologia,20,1,12.0
